NAME,clase,D1,D2,D3,D4,D5,D6,D7,D8,D9,D10,D11,D12,D13,D14,_NormalizedVDWVD1075,_PolarityD1075,_SecondaryStrD3025,_PolarityD3100,_ChargeD1100,_SecondaryStrT23,_PolarityD3025,_NormalizedVDWVC1,_NormalizedVDWVC3,_HydrophobicityT23,_SolventAccessibilityD1025,_PolarityD1100,_NormalizedVDWVD2100,_ChargeD3050,_PolarityD2001,_SolventAccessibilityD2025,_HydrophobicityD3050,_PolarityT12,_PolarityT13,_ChargeT23,_HydrophobicityD2100,_SolventAccessibilityD3001,_ChargeD1075,_SecondaryStrD1075,_PolarizabilityD2050,_SolventAccessibilityD3100,_PolarizabilityD1075,_HydrophobicityD3025,_PolarizabilityD3025,_SecondaryStrD3050,_SolventAccessibilityD2050,_HydrophobicityD2001,_SecondaryStrD2075,_PolarityD3050,_PolarityD1001,_ChargeD2075,_NormalizedVDWVD3025,_SolventAccessibilityD1100,_SecondaryStrD1100,_NormalizedVDWVD1001,_NormalizedVDWVD2050,_NormalizedVDWVC2,_PolarizabilityC2,_PolarizabilityC3,_NormalizedVDWVD3001,_PolarizabilityC1,_SecondaryStrC2,_SecondaryStrC3,_ChargeT12,_ChargeT13,_ChargeD1001,_ChargeD1025,_NormalizedVDWVD2025,_NormalizedVDWVD3050,_SecondaryStrD1025,_SolventAccessibilityD1050,_PolarizabilityD3001,_PolarityD2075,_SecondaryStrD3001,_ChargeD2025,_HydrophobicityD2050,_PolarizabilityD1100,_HydrophobicityC1,_HydrophobicityC2,_SolventAccessibilityD2100,_PolarizabilityD2001,_PolarizabilityD1025,_NormalizedVDWVT13,_PolarizabilityD3050,_SolventAccessibilityT13,_SolventAccessibilityT12,_PolarityD1050,_ChargeD3075,_SolventAccessibilityD1001,_HydrophobicityC3,_HydrophobicityD3100,_SecondaryStrD1050,_ChargeD3001,_SecondaryStrD2050,_PolarityD2025,_NormalizedVDWVD2001,_HydrophobicityD3075,_SecondaryStrD2025,_SolventAccessibilityD2001,_HydrophobicityD1025,_ChargeD1050,_SolventAccessibilityD3025,_PolarizabilityD3075,_PolarityD2100,_SecondaryStrD3100,_PolarizabilityT13,_PolarizabilityT12,_SecondaryStrD2001,_NormalizedVDWVD1050,_PolarizabilityD1050,_SolventAccessibilityT23,_ChargeC3,_ChargeC2,_ChargeC1,_NormalizedVDWVT23,_NormalizedVDWVD3100,_PolarizabilityD2025,_SolventAccessibilityD3075,_HydrophobicityD2075,_HydrophobicityD1075,_ChargeD2050,_ChargeD3100,_SecondaryStrC1,_ChargeD3025,_PolarityD3001,_PolarityD3075,_PolarityD1025,_SecondaryStrT13,_SecondaryStrT12,_HydrophobicityD1001,_SolventAccessibilityD1075,_HydrophobicityD1050,_HydrophobicityT13,_HydrophobicityT12,_SecondaryStrD1001,_NormalizedVDWVD1100,_NormalizedVDWVD3075,_NormalizedVDWVD1025,_SolventAccessibilityD2075,_SecondaryStrD2100,_PolarizabilityD3100,_SecondaryStrD3075,_NormalizedVDWVT12,_PolarizabilityT23,_SolventAccessibilityD3050,_PolarityT23,_PolarityD2050,_HydrophobicityD2025,_PolarizabilityD2075,_HydrophobicityD3001,_HydrophobicityD1100,_ChargeD2001,_SolventAccessibilityC1,_SolventAccessibilityC2,_SolventAccessibilityC3,_PolarizabilityD1001,_NormalizedVDWVD2075,_ChargeD2100,_PolarizabilityD2100,_PolarityC1,_PolarityC3,_PolarityC2
4CNM,0,2,0.95,0.59,4,0.7,0.63,0,0.14,0.086666667,29,19.33333333,12,772.6,569.7,73.579,76.254,26.756,92.308,92.308,0.091,26.087,0.375,0.181,0.275,22.074,98.997,98.997,53.512,0.334,25.084,53.177,0.161,0.101,0.191,100,0.669,71.906,72.575,49.164,99.666,73.579,27.425,28.094,44.147,52.508,0.669,80.602,52.843,2.007,73.244,28.094,100,100,0.669,51.505,0.418,0.508,0.181,5.686,0.311,0.204,0.294,0.134,0.02,5.686,19.398,25.753,55.518,24.749,48.495,5.686,73.244,1.003,24.08,43.144,100,0.298,0.368,98.662,0.334,23.411,0.117,55.518,0.265,0.295,53.846,82.943,1.003,0.334,98.997,50.836,0.334,55.518,20.067,0.334,76.254,14.381,0.334,25.084,50.502,28.763,77.592,99.666,99.666,0.097,0.342,0.669,43.144,46.154,0.111,0.12,0.796,0.084,0.185,92.308,23.077,72.91,68.896,78.93,49.164,97.659,0.502,25.418,5.686,72.91,27.425,0.326,0.225,0.334,72.575,52.508,0.228,0.178,0.334,100,77.592,22.074,78.93,98.997,92.308,70.903,0.329,0.211,47.492,0.067,43.813,22.074,74.247,2.007,98.662,0.669,0.465,0.298,0.237,0.669,72.575,100,99.666,0.348,0.117,0.224
4J33,0,4,0.93,0.863333333,3,0.81,0.66,1,0.87,0.313333333,17,15.33333333,12,1403.9,936.7666667,73.012,74.699,20.964,99.277,99.277,0.179,24.578,0.359,0.294,0.227,22.651,99.518,99.518,49.157,3.855,27.952,51.566,0.133,0.097,0.203,100,0.241,87.47,79.277,49.157,97.349,73.012,25.301,25.783,46.506,49.639,0.482,74.458,48.434,0.241,73.976,25.783,100,100,0.482,48.193,0.33,0.383,0.294,0.241,0.323,0.26,0.292,0.193,0.024,4.096,26.988,27.229,52.048,24.337,49.88,0.241,69.639,0.482,22.892,46.506,100,0.32,0.369,99.759,3.373,19.759,0.229,52.048,0.186,0.256,52.048,72.048,0.482,0.311,99.518,48.193,5.783,53.976,27.952,3.373,73.976,34.94,4.096,27.952,54.94,20.482,77.831,95.663,99.759,0.198,0.254,3.614,46.988,46.506,0.198,0.128,0.747,0.125,0.179,99.277,26.265,71.807,74.458,75.181,49.398,99.759,0.448,29.639,1.205,81.446,25.542,0.256,0.217,4.096,75.904,49.639,0.215,0.239,0.241,100,77.831,20.964,75.181,98.072,99.277,70.602,0.234,0.215,47.952,0.056,50.361,18.554,72.289,0.241,99.759,0.241,0.402,0.32,0.277,0.482,71.325,100,99.518,0.345,0.173,0.159
4NUU,0,0,0.34,0.235,4,0.83,0.743333333,0,0.06,0.053333333,16,13.66666667,6,436.7,336.2,73.186,72.871,26.183,96.53,96.53,0.234,17.35,0.256,0.306,0.142,29.022,99.369,100,56.151,0.946,21.136,50.789,0.171,0.12,0.212,98.738,0.631,66.246,74.763,56.151,98.738,74.448,25.237,19.874,45.11,49.842,0.315,74.448,43.533,1.577,75.71,19.874,99.369,97.792,0.315,55.521,0.401,0.457,0.306,1.893,0.237,0.331,0.252,0.193,0.054,2.208,18.927,26.498,43.849,23.028,52.366,1.893,81.703,0.631,26.183,47.95,99.685,0.451,0.23,100,0.946,23.975,0.149,43.849,0.13,0.348,49.527,84.543,0.315,0.319,99.369,48.265,5.363,52.997,35.331,0.946,73.817,27.445,0.946,21.136,43.533,18.297,64.984,100,100,0.146,0.206,1.262,46.372,42.271,0.149,0.142,0.678,0.18,0.228,96.53,26.498,70.032,72.555,75.394,50.789,99.685,0.416,24.29,2.208,66.246,24.921,0.18,0.228,0.946,76.972,49.842,0.294,0.203,0.315,99.685,64.984,24.29,75.394,99.369,96.53,73.186,0.199,0.253,47.634,0.06,58.991,26.814,80.126,1.577,100,0.315,0.379,0.451,0.17,0.315,81.388,100,100,0.363,0.183,0.218
4PL8,0,3,0.94,0.773333333,3,0.8,0.75,1,0.98,0.463333333,16,14.66666667,13,1562.1,1080.833333,74.133,75.467,18.667,99.467,99.467,0.158,22.4,0.395,0.251,0.249,22.667,100,98.667,49.067,0.533,22.133,50.667,0.107,0.08,0.176,98.933,1.333,77.333,73.333,49.333,98.933,73.867,25.6,24,45.867,50.933,1.333,76,48.8,2.133,75.2,24,100,99.467,0.267,49.333,0.341,0.405,0.251,4.8,0.344,0.307,0.277,0.131,0.045,4.8,22.4,26.4,50.933,26.4,47.467,4.8,70.4,0.267,25.867,46.4,98.133,0.293,0.403,99.467,0.533,20.533,0.163,50.933,0.257,0.217,50.667,65.067,1.867,0.304,100,49.333,0.267,52.8,26.133,0.533,75.467,25.6,0.267,22.133,52.267,27.467,77.333,97.867,98.133,0.139,0.297,1.333,48.267,48.533,0.15,0.133,0.768,0.099,0.201,100,26.4,75.467,74.133,73.6,49.333,97.067,0.416,21.333,4.8,75.733,27.733,0.214,0.251,0.267,72.8,50.933,0.171,0.195,0.533,98.133,77.333,21.333,73.6,100,100,74.667,0.286,0.238,51.733,0.072,45.867,24.267,73.067,2.133,99.467,1.333,0.413,0.293,0.293,0.267,72,100,99.733,0.347,0.123,0.187
4ptd,0,0,0.11,0.11,4,0.8,0.666666667,1,0.91,0.666666667,19,17.33333333,3,1526.8,637.3,71.192,76.49,23.841,99.007,99.007,0.179,23.51,0.334,0.278,0.216,23.841,98.675,99.338,42.384,2.318,25.497,46.026,0.153,0.113,0.183,98.013,1.325,69.205,72.517,52.98,98.013,71.192,22.517,24.172,52.318,51.325,0.993,76.49,45.033,1.987,76.821,24.172,98.675,99.338,0.993,53.311,0.374,0.421,0.278,3.974,0.288,0.308,0.318,0.173,0.027,4.636,24.172,27.152,46.026,24.172,48.013,3.974,77.152,1.325,24.503,51.656,98.013,0.354,0.358,99.338,1.987,22.848,0.179,46.026,0.246,0.249,48.013,68.543,0.993,0.275,98.675,44.702,2.649,52.98,25.828,1.987,73.179,26.49,2.318,25.497,48.344,20.861,71.854,99.338,98.013,0.173,0.209,1.987,47.02,48.675,0.186,0.126,0.752,0.109,0.246,99.007,26.49,74.172,77.815,72.517,50.993,99.338,0.361,25.166,4.636,69.205,26.49,0.219,0.213,2.318,76.821,51.325,0.203,0.233,0.993,98.013,71.854,21.523,72.517,98.675,99.007,74.172,0.229,0.252,47.02,0.043,56.954,24.834,77.152,1.987,99.338,0.993,0.344,0.354,0.288,0.993,76.821,98.675,99.338,0.338,0.129,0.232
4UNL,0,2,0.73,0.68,4,0.83,0.686666667,1,1,0.38,23,18.33333333,10,989.2,718.7,78.226,74.194,19.758,99.597,99.597,0.17,21.774,0.411,0.206,0.223,25,98.387,100,53.226,0.806,23.387,49.597,0.073,0.093,0.19,99.194,0.806,70.161,72.984,51.21,95.968,79.435,24.597,20.161,44.355,53.226,0.403,71.371,45.161,2.419,75.806,20.161,99.194,100,0.403,53.629,0.363,0.423,0.206,1.613,0.371,0.306,0.27,0.166,0.036,1.613,20.968,27.823,40.323,24.194,49.194,1.613,72.581,0.806,24.597,46.774,99.194,0.306,0.391,100,0.806,25.403,0.142,40.323,0.182,0.283,49.597,66.532,0.403,0.302,98.387,47.984,9.274,51.21,21.371,3.226,74.194,27.016,1.613,23.387,45.161,18.952,67.742,100,98.79,0.134,0.34,2.419,48.387,49.194,0.134,0.121,0.766,0.113,0.19,99.597,25.806,74.597,74.597,73.79,49.194,97.581,0.423,31.048,1.613,70.161,24.597,0.227,0.235,1.613,74.194,53.226,0.182,0.235,0.403,99.194,67.742,22.984,73.79,98.387,99.597,79.435,0.304,0.206,42.339,0.061,52.016,24.194,73.79,2.419,100,0.403,0.508,0.306,0.185,0.403,74.194,100,100,0.319,0.129,0.181
4YWA,0,0,0.39,0.39,1,0.5,0.393333333,1,0.91,0.386666667,16,14.33333333,4,124.4,126.1333333,76.033,70.248,30.579,97.521,97.521,0.242,33.884,0.446,0.165,0.258,23.14,95.868,99.174,38.843,4.132,19.835,51.24,0.1,0.058,0.125,100,13.223,56.198,55.372,51.24,100,76.86,21.488,29.752,58.678,43.802,0.826,74.38,41.322,1.653,75.207,29.752,96.694,99.174,0.826,53.719,0.372,0.446,0.165,1.653,0.388,0.331,0.397,0.075,0.025,2.479,2.479,17.355,47.934,11.57,49.587,1.653,73.554,3.306,24.793,47.934,100,0.264,0.446,99.174,4.132,24.793,0.142,47.934,0.258,0.233,51.24,42.975,0.826,0.289,95.868,40.496,4.132,51.24,17.355,4.132,69.421,22.314,2.479,19.835,39.669,29.752,68.595,99.174,100,0.133,0.367,1.653,48.76,48.76,0.117,0.074,0.876,0.05,0.092,97.521,20.661,80.992,76.033,75.207,52.066,98.347,0.273,9.091,2.479,56.198,21.488,0.217,0.192,2.479,69.421,43.802,0.125,0.225,0.826,100,68.595,25.62,75.207,95.868,97.521,84.298,0.35,0.117,55.372,0.033,42.149,25.62,73.554,1.653,99.174,0.826,0.504,0.264,0.231,0.826,74.38,100,99.174,0.322,0.066,0.223
5EU5,0,1,0.5,0.246666667,4,0.8,0.7,0,0.02,0.006666667,14,12.66666667,7,447.5,382.3,75,73.913,15.217,98.913,98.913,0.116,24.638,0.402,0.301,0.2,25,99.275,99.638,49.638,5.435,23.913,53.261,0.095,0.113,0.255,100,0.725,63.768,73.188,59.42,100,72.101,24.275,21.739,37.681,49.638,0.362,75.725,47.464,1.812,75.362,21.739,99.275,99.638,0.362,57.971,0.283,0.341,0.301,1.087,0.359,0.286,0.239,0.211,0.015,2.174,23.551,28.261,42.754,28.261,50.362,1.087,81.884,0.362,25.725,48.913,98.188,0.333,0.435,99.638,4.348,23.188,0.233,42.754,0.225,0.28,47.101,76.812,0.362,0.232,99.275,53.986,6.884,48.551,21.014,4.348,75.362,23.188,2.174,23.913,43.841,23.188,68.116,100,100,0.2,0.262,2.536,48.551,47.826,0.215,0.145,0.736,0.12,0.164,99.275,27.536,71.377,72.464,76.812,50.362,99.638,0.475,22.101,1.087,68.116,24.275,0.225,0.284,2.174,74.638,49.638,0.185,0.309,1.087,100,68.116,22.101,76.812,99.275,99.275,71.014,0.247,0.207,47.826,0.069,58.333,25.362,81.884,1.812,99.638,0.362,0.373,0.333,0.293,0.362,80.435,100,100,0.283,0.167,0.192
5MVX,0,1,0.52,0.52,3,0.82,0.686666667,0,0.05,0.043333333,17,16.33333333,13,1200.1,894.8,75.081,70.874,23.625,100,92.88,0.208,33.657,0.392,0.223,0.263,20.712,96.764,96.764,48.867,1.618,25.243,44.66,0.153,0.078,0.143,100,0.324,67.638,73.139,49.191,100,77.346,18.77,26.861,50.162,50.485,0.324,75.405,55.34,0.971,75.405,26.861,97.087,100,0.324,42.071,0.294,0.453,0.223,1.294,0.324,0.314,0.343,0.13,0.006,4.854,11.974,19.741,53.074,25.566,42.395,1.294,70.227,0.324,24.595,54.369,97.411,0.262,0.434,96.44,0.971,22.977,0.166,53.074,0.276,0.25,47.896,73.139,0.647,0.304,96.764,47.249,3.236,49.515,24.595,0.971,69.579,20.388,1.618,25.243,45.955,27.832,78.317,96.44,97.411,0.136,0.302,0.971,44.013,44.984,0.114,0.087,0.838,0.074,0.107,100,24.919,85.113,79.288,71.197,49.838,96.44,0.343,30.421,4.854,87.055,24.919,0.205,0.195,1.618,70.874,50.485,0.179,0.185,1.618,97.411,78.317,22.977,71.197,95.469,100,74.11,0.221,0.172,55.663,0.042,49.191,25.89,72.168,0.971,96.44,0.324,0.447,0.262,0.291,0.324,65.696,100,96.764,0.337,0.129,0.21
6EHT,0,3,1,0.826666667,3,0.86,0.746666667,1,0.97,0.436666667,16,15,7,21247.8,7198.833333,74.409,77.559,22.835,100,100,0.154,20.866,0.362,0.209,0.269,22.441,98.819,98.819,45.276,1.181,24.803,47.638,0.146,0.123,0.233,99.606,0.394,71.26,75.197,49.213,99.606,72.047,20.472,24.016,48.031,45.276,1.575,79.921,46.063,0.394,76.772,24.016,99.213,100,1.575,47.638,0.406,0.457,0.209,0.394,0.335,0.268,0.287,0.15,0.028,1.969,24.016,20.472,52.362,24.016,50,0.394,75.197,3.543,24.409,55.906,99.213,0.319,0.335,100,1.181,23.228,0.158,52.362,0.209,0.336,48.425,64.961,0.787,0.346,98.819,46.457,1.181,53.937,27.953,1.181,74.016,27.559,1.181,24.803,46.063,23.622,81.496,99.606,99.606,0.15,0.316,0.787,52.756,48.031,0.126,0.146,0.76,0.094,0.15,100,25.591,85.039,81.102,70.472,50.787,95.669,0.445,24.803,1.969,71.26,22.441,0.265,0.233,1.181,70.866,45.276,0.265,0.198,0.394,99.606,81.496,26.378,70.472,98.425,100,69.685,0.308,0.174,54.724,0.016,49.213,27.165,74.016,0.394,100,0.394,0.433,0.319,0.248,1.575,73.622,99.606,99.606,0.374,0.106,0.185
6gmn,0,0,0,0,2,0.55,0.453333333,0,0.05,0.453333333,29,19,2,219.6,203.7666667,76.852,73.148,37.963,98.148,98.148,0.112,11.111,0.407,0.241,0.187,26.852,97.222,96.296,46.296,20.37,27.778,42.593,0.093,0.075,0.243,94.444,2.778,44.444,69.444,49.074,97.222,72.222,15.741,11.111,55.556,44.444,11.111,70.37,28.704,2.778,74.074,11.111,96.296,98.148,3.704,42.593,0.296,0.389,0.241,2.778,0.333,0.269,0.259,0.178,0.019,9.259,12.037,26.852,35.185,25.926,54.63,2.778,86.111,3.704,25,61.111,95.37,0.333,0.333,98.148,4.63,23.148,0.159,35.185,0.168,0.262,42.593,77.778,4.63,0.296,97.222,44.444,3.704,33.333,37.963,4.63,75,15.741,3.704,27.778,35.185,16.667,59.259,94.444,95.37,0.131,0.262,4.63,60.185,55.556,0.178,0.167,0.667,0.13,0.159,98.148,30.556,79.63,74.074,64.815,55.556,95.37,0.435,25.926,9.259,44.444,15.741,0.206,0.206,3.704,73.148,44.444,0.178,0.262,2.778,95.37,59.259,37.037,64.815,96.296,98.148,78.704,0.243,0.187,53.704,0.037,62.037,32.407,81.481,2.778,98.148,2.778,0.38,0.333,0.25,3.704,71.296,97.222,96.296,0.306,0.139,0.185
1euw,0,1,1,1,2,0.82,0.616666667,2,0.9,0.616666667,22,19.66666667,6,967.7,614.7333333,70.513,66.667,25.641,98.077,98.077,0.168,9.615,0.423,0.199,0.232,26.923,94.872,98.718,58.974,8.974,23.077,48.718,0.142,0.058,0.2,97.436,1.923,67.949,73.077,53.205,96.795,70.513,24.359,11.538,49.359,60.256,8.974,76.282,46.795,1.923,72.436,11.538,97.436,98.718,5.128,55.769,0.346,0.41,0.199,1.923,0.365,0.244,0.327,0.123,0.019,3.205,6.41,28.205,50,23.077,49.359,1.923,77.564,5.128,27.564,43.59,97.436,0.263,0.385,98.718,4.487,26.282,0.155,50,0.232,0.297,48.718,83.974,4.487,0.327,94.872,44.872,5.128,56.41,28.205,4.487,71.154,24.359,3.205,23.077,23.077,17.949,75.641,98.718,97.436,0.135,0.316,4.487,42.949,43.59,0.11,0.115,0.782,0.077,0.161,98.077,27.564,64.103,70.513,77.564,50,92.949,0.404,21.795,3.205,67.949,24.359,0.284,0.206,3.205,74.359,60.256,0.187,0.219,1.923,97.436,75.641,23.718,77.564,94.872,98.077,70.513,0.303,0.181,41.667,0.039,62.821,26.923,73.718,1.923,98.718,1.923,0.481,0.263,0.231,5.128,75,98.718,98.718,0.34,0.103,0.167
1i9y,0,1,0.78,0.395,5,0.65,0.636666667,1,0.63,0.636666667,24,20.66666667,6,1058.8,802.8,74.644,71.795,27.066,97.721,97.721,0.229,25.926,0.33,0.282,0.209,25.641,97.436,98.86,51.282,1.425,22.507,46.439,0.171,0.091,0.191,99.43,0.855,79.487,78.917,43.02,99.43,74.644,24.501,26.211,47.578,50.997,0.855,73.789,52.422,0.855,72.65,26.211,98.291,98.86,1.14,43.02,0.356,0.422,0.282,0.855,0.285,0.336,0.271,0.157,0.031,4.274,25.926,19.373,55.271,23.362,44.16,0.855,72.934,1.14,25.356,49.288,99.43,0.328,0.368,98.86,1.425,31.054,0.166,55.271,0.229,0.251,52.137,77.778,1.709,0.293,97.436,48.433,1.14,52.707,15.67,1.709,70.655,25.641,1.14,22.507,52.422,28.49,77.493,98.86,99.43,0.149,0.209,0.855,49.003,48.718,0.171,0.123,0.744,0.123,0.243,97.721,19.943,77.493,74.644,78.632,48.148,98.006,0.382,18.803,1.994,79.487,25.641,0.214,0.22,1.14,68.091,50.997,0.191,0.231,1.994,99.43,77.493,29.06,78.632,99.145,97.721,72.934,0.203,0.271,53.561,0.057,37.892,28.775,72.65,1.709,98.86,0.855,0.396,0.328,0.265,1.14,70.655,99.43,98.86,0.359,0.148,0.197
1I9Z,0,2,0.97,0.6305,5,0.72,0.686,1,0.64,0.64,25,22.3,20,1023.5,553.8333333,68.493,75.799,24.658,98.63,98.63,0.252,19.635,0.365,0.247,0.275,25.114,99.087,96.347,39.726,1.826,24.658,56.164,0.115,0.055,0.138,98.174,1.826,68.037,74.886,46.575,99.087,70.32,25.114,31.507,46.575,47.945,1.37,69.863,51.598,3.196,75.799,31.507,97.717,99.087,1.37,52.511,0.333,0.406,0.247,4.11,0.329,0.265,0.347,0.183,0.009,4.566,19.178,25.114,51.598,22.831,53.881,4.11,73.516,1.826,25.114,48.402,97.26,0.333,0.393,98.63,1.826,23.288,0.193,51.598,0.206,0.275,51.142,54.795,1.37,0.256,99.087,50.228,2.283,49.772,24.658,3.196,77.169,26.484,2.283,24.658,50.228,23.744,79.909,98.174,98.174,0.174,0.326,3.196,47.032,47.489,0.119,0.087,0.776,0.119,0.151,99.087,24.658,69.406,69.863,73.059,50.685,85.845,0.37,26.027,4.566,79.909,25.571,0.261,0.17,2.283,76.712,47.945,0.142,0.252,1.37,98.174,79.909,23.288,73.059,97.717,99.087,73.516,0.284,0.188,45.662,0.069,46.119,23.744,73.973,3.196,98.63,1.37,0.429,0.333,0.219,1.37,75.799,99.087,98.174,0.315,0.128,0.21
1rn8,0,1,0.98,0.98,2,0.82,0.566666667,2,0.91,0.566666667,29,21,8,1408.5,794.8,70.513,66.667,25.641,98.077,98.077,0.168,9.615,0.423,0.199,0.232,26.923,94.872,98.718,58.974,8.974,23.077,48.718,0.142,0.058,0.2,97.436,1.923,67.949,73.077,53.205,96.795,70.513,24.359,11.538,49.359,60.256,8.974,76.282,46.795,1.923,72.436,11.538,97.436,98.718,5.128,55.769,0.346,0.41,0.199,1.923,0.365,0.244,0.327,0.123,0.019,3.205,6.41,28.205,50,23.077,49.359,1.923,77.564,5.128,27.564,43.59,97.436,0.263,0.385,98.718,4.487,26.282,0.155,50,0.232,0.297,48.718,83.974,4.487,0.327,94.872,44.872,5.128,56.41,28.205,4.487,71.154,24.359,3.205,23.077,23.077,17.949,75.641,98.718,97.436,0.135,0.316,4.487,42.949,43.59,0.11,0.115,0.782,0.077,0.161,98.077,27.564,64.103,70.513,77.564,50,92.949,0.404,21.795,3.205,67.949,24.359,0.284,0.206,3.205,74.359,60.256,0.187,0.219,1.923,97.436,75.641,23.718,77.564,94.872,98.077,70.513,0.303,0.181,41.667,0.039,62.821,26.923,73.718,1.923,98.718,1.923,0.481,0.263,0.231,5.128,75,98.718,98.718,0.34,0.103,0.167
1rwk,0,1,0.6,0.6,2,0.74,0.56,0,0.11,0.56,23,17.66666667,7,2033.2,993.9666667,68.681,77.473,21.978,98.352,98.352,0.171,24.176,0.363,0.236,0.171,27.473,97.802,96.703,46.154,1.648,22.527,51.648,0.144,0.061,0.188,95.604,2.198,71.429,70.879,48.352,95.055,65.385,28.022,24.176,48.352,47.802,2.198,75.824,57.143,3.297,74.725,24.176,97.802,98.352,2.198,46.703,0.352,0.429,0.236,3.297,0.313,0.269,0.297,0.182,0.028,9.341,22.527,26.923,55.495,22.527,53.846,3.297,74.725,1.648,25.824,49.451,98.901,0.324,0.341,98.901,1.648,23.626,0.21,55.495,0.171,0.271,48.901,60.989,2.747,0.313,97.802,47.802,7.143,52.198,16.484,1.648,77.473,28.571,1.648,22.527,47.802,21.429,71.429,95.055,98.901,0.177,0.227,4.396,49.451,46.154,0.171,0.121,0.736,0.121,0.149,98.352,25.824,62.088,65.934,75.275,50,98.901,0.412,21.978,9.341,71.429,27.473,0.238,0.193,1.648,77.473,47.802,0.215,0.227,2.747,98.901,71.429,23.077,75.275,97.802,98.352,75.275,0.204,0.188,45.055,0.061,42.857,20.33,76.923,3.297,98.901,1.648,0.385,0.324,0.269,2.747,76.374,97.802,96.703,0.324,0.143,0.198
1rwn,0,0,0,0,1,0.78,0.58,1,1,0.58,23,15.66666667,6,2025,1092.1,68.681,77.473,21.978,98.352,98.352,0.171,24.176,0.363,0.236,0.171,27.473,97.802,96.703,46.154,1.648,22.527,51.648,0.144,0.061,0.188,95.604,2.198,71.429,70.879,48.352,95.055,65.385,28.022,24.176,48.352,47.802,2.198,75.824,57.143,3.297,74.725,24.176,97.802,98.352,2.198,46.703,0.352,0.429,0.236,3.297,0.313,0.269,0.297,0.182,0.028,9.341,22.527,26.923,55.495,22.527,53.846,3.297,74.725,1.648,25.824,49.451,98.901,0.324,0.341,98.901,1.648,23.626,0.21,55.495,0.171,0.271,48.901,60.989,2.747,0.313,97.802,47.802,7.143,52.198,16.484,1.648,77.473,28.571,1.648,22.527,47.802,21.429,71.429,95.055,98.901,0.177,0.227,4.396,49.451,46.154,0.171,0.121,0.736,0.121,0.149,98.352,25.824,62.088,65.934,75.275,50,98.901,0.412,21.978,9.341,71.429,27.473,0.238,0.193,1.648,77.473,47.802,0.215,0.227,2.747,98.901,71.429,23.077,75.275,97.802,98.352,75.275,0.204,0.188,45.055,0.061,42.857,20.33,76.923,3.297,98.901,1.648,0.385,0.324,0.269,2.747,76.374,97.802,96.703,0.324,0.143,0.198
1rwo,0,1,0.69,0.69,2,0.79,0.633333333,0,0.03,0.633333333,23,16.33333333,7,2061.8,1000.1,68.681,77.473,21.978,98.352,98.352,0.171,24.176,0.363,0.236,0.171,27.473,97.802,96.703,46.154,1.648,22.527,51.648,0.144,0.061,0.188,95.604,2.198,71.429,70.879,48.352,95.055,65.385,28.022,24.176,48.352,47.802,2.198,75.824,57.143,3.297,74.725,24.176,97.802,98.352,2.198,46.703,0.352,0.429,0.236,3.297,0.313,0.269,0.297,0.182,0.028,9.341,22.527,26.923,55.495,22.527,53.846,3.297,74.725,1.648,25.824,49.451,98.901,0.324,0.341,98.901,1.648,23.626,0.21,55.495,0.171,0.271,48.901,60.989,2.747,0.313,97.802,47.802,7.143,52.198,16.484,1.648,77.473,28.571,1.648,22.527,47.802,21.429,71.429,95.055,98.901,0.177,0.227,4.396,49.451,46.154,0.171,0.121,0.736,0.121,0.149,98.352,25.824,62.088,65.934,75.275,50,98.901,0.412,21.978,9.341,71.429,27.473,0.238,0.193,1.648,77.473,47.802,0.215,0.227,2.747,98.901,71.429,23.077,75.275,97.802,98.352,75.275,0.204,0.188,45.055,0.061,42.857,20.33,76.923,3.297,98.901,1.648,0.385,0.324,0.269,2.747,76.374,97.802,96.703,0.324,0.143,0.198
1rwp,0,1,0.86,0.86,1,0.77,0.536666667,0,0.11,0.536666667,26,18.33333333,5,1945.1,1169.233333,68.681,77.473,21.978,98.352,98.352,0.171,24.176,0.363,0.236,0.171,27.473,97.802,96.703,46.154,1.648,22.527,51.648,0.144,0.061,0.188,95.604,2.198,71.429,70.879,48.352,95.055,65.385,28.022,24.176,48.352,47.802,2.198,75.824,57.143,3.297,74.725,24.176,97.802,98.352,2.198,46.703,0.352,0.429,0.236,3.297,0.313,0.269,0.297,0.182,0.028,9.341,22.527,26.923,55.495,22.527,53.846,3.297,74.725,1.648,25.824,49.451,98.901,0.324,0.341,98.901,1.648,23.626,0.21,55.495,0.171,0.271,48.901,60.989,2.747,0.313,97.802,47.802,7.143,52.198,16.484,1.648,77.473,28.571,1.648,22.527,47.802,21.429,71.429,95.055,98.901,0.177,0.227,4.396,49.451,46.154,0.171,0.121,0.736,0.121,0.149,98.352,25.824,62.088,65.934,75.275,50,98.901,0.412,21.978,9.341,71.429,27.473,0.238,0.193,1.648,77.473,47.802,0.215,0.227,2.747,98.901,71.429,23.077,75.275,97.802,98.352,75.275,0.204,0.188,45.055,0.061,42.857,20.33,76.923,3.297,98.901,1.648,0.385,0.324,0.269,2.747,76.374,97.802,96.703,0.324,0.143,0.198
